ID ,Text,Sentiment_text,Sentiment_label,seg_text_lstm,seg_text_crf
95,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។
96,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
97,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។
98,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។
99,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
100,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
101,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។
102,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
103,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0,ការបម្រើ អតិថិជន នៅ ទីនេះ គឺ ល្អ ឥត ខ្ចោះ ។,ការបម្រើ អតិថិជន នៅ ទីនេះ គឺ ល្អ ឥត ខ្ចោះ ។
104,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។
105,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។
106,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
107,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
108,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
109,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។
110,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
111,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
112,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
113,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
114,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។
115,បរិយាកាសនៅហាងនេះមិនល្អ។,Negative,0.0,បរិយាកាស នៅ ហាង នេះ មិន ល្អ ។,បរិយាកាស នៅ ហាង នេះ មិន ល្អ ។
116,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។,សេវាកម្ម យ៉ាង ល្អ ប្រសើរ ។
117,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។
118,គុណភាពទំនិញល្អណាស់។,Positive,1.0,គុណភាព ទំនិញ ល្អ ណាស់ ។,គុណភាព ទំនិញ ល្អ ណាស់ ។
119,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0,ការចាក់ សម្លេង មាន បញ្ហា ។,ការចាក់ សម្លេង មាន បញ្ហា ។
120,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
121,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
122,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0,ខ្ញុំ ចូលចិត្ត ម៉ាក នេះ ជាពិសេស ។,ខ្ញុំ ចូលចិត្ត ម៉ាក នេះ ជាពិសេស ។
123,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0,ការចាក់ សម្លេង មាន បញ្ហា ។,ការចាក់ សម្លេង មាន បញ្ហា ។
124,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
125,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0,បទចម្រៀង នេះ ឆ្លៀតចិត្ត ។,បទចម្រៀង នេះ ឆ្លៀត ចិត្ត ។
126,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
127,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
128,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0.0,បទចម្រៀង នេះ មិន មាន អារម្មណ៍ ។,បទចម្រៀង នេះ មិន មានអារម្មណ៍ ។
129,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។,សេវាកម្ម មិន ទាន់ បំពេញ តាម ចិត្ត ទេ ។
130,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0,ខ្ញុំ មិន បាន ទទួលទំនិញ តាម ពេល កំណត់ ។,ខ្ញុំ មិន បាន ទទួល ទំនិញ តាម ពេល កំណត់ ។
131,ការដឹកជញ្ជូនយឺត។,Negative,0.0,ការដឹកជញ្ជូន យឺត ។,ការដឹកជញ្ជូន យឺត ។
132,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
133,ផលិតផលនេះគុណភាពល្អណាស់។,Positive,1.0,ផលិតផល នេះ គុណភាព ល្អ ណាស់ ។,ផលិតផល នេះ គុណភាព ល្អ ណាស់ ។
134,គុណភាពទំនិញល្អណាស់។,Positive,1.0,គុណភាព ទំនិញ ល្អ ណាស់ ។,គុណភាព ទំនិញ ល្អ ណាស់ ។
135,ការដឹកជញ្ជូនយឺត។,Negative,0.0,ការដឹកជញ្ជូន យឺត ។,ការដឹកជញ្ជូន យឺត ។
136,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
137,គុណភាពទំនិញមិនគួរជឿ។,Negative,0.0,គុណភាព ទំនិញ មិន គួរ ជឿ ។,គុណភាព ទំនិញ មិន គួរ ជឿ ។
138,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
139,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0,បទ ថ្មី នេះ មិន ទាក់ចិត្ត ។,បទ ថ្មី នេះ មិន ទាក់ចិត្ត ។
